OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BJK,2024-04-22T02:02:19.754304,14.586614,0.0050178,74.0118,352.1744,317.1475,42.5783,0,U,37295,999,73709,0.0017489,8.274e-05,0
COSMOS 2251 DEB,1993-036BJM,2024-04-21T02:51:36.157536,15.04878901,0.0008123,73.999,267.0695,198.3501,161.7397,0,U,37297,999,55907,0.01044,0.00150962,0
COSMOS 2251 DEB,1993-036BJV,2024-04-16T08:24:41.664672,14.31952564,0.0051189,73.8719,330.0903,52.1196,308.4566,0,U,37305,999,58187,0.0014567,3.937e-05,0
COSMOS 2251 DEB,1993-036BJW,2024-04-17T00:50:21.054624,15.12738387,0.0044375,74.0657,346.8093,162.0689,265.8309,0,U,37306,999,64952,0.015288,0.00284958,0
COSMOS 2251 DEB,1993-036BKC,2024-04-20T17:31:11.732160,14.42226352,0.0018443,74.0331,242.9455,133.8061,226.4624,0,U,37312,999,77486,0.0018272,6.013e-05,0
COSMOS 2251 DEB,1993-036BKG,2024-04-22T00:32:17.051712,14.62869908,0.0059727,74.0303,119.8437,345.6757,14.2714,0,U,37316,999,77323,0.0058501,0.00030787,0
COSMOS 2251 DEB,1993-036BKL,2024-04-21T05:08:12.208416,14.66407257,0.0059591,74.0489,307.4052,191.3309,168.6524,0,U,37320,999,57304,0.0022578,0.00012812,0
COSMOS 2251 DEB,1993-036BKS,2024-04-17T03:51:21.350592,14.55727588,0.0063073,74.0292,47.281,325.2014,34.5031,0,U,37326,999,76666,0.002108,9.455e-05,0
COSMOS 2251 DEB,1993-036BKT,2024-04-11T16:43:08.908896,14.70160409,0.0021146,74.0209,97.4626,329.9715,30.0242,0,U,37327,999,57123,0.0027754,0.00016774,0
COSMOS 2251 DEB,1993-036BKW,2024-04-15T09:51:30.984192,14.55877492,0.0060633,74.0215,9.5638,6.141,354.0482,0,U,37330,999,77532,0.0006769,3.016e-05,0
COSMOS 2251 DEB,1993-036BKX,2024-04-21T14:06:22.975488,14.31359682,0.0062086,74.0749,82.5695,249.9127,109.5335,0,U,37331,999,76160,0.0019383,5.223e-05,0
COSMOS 2251 DEB,1993-036BLC,2024-04-17T00:24:38.087136,14.32262377,0.0030931,74.0431,354.8125,222.7507,137.1238,0,U,37336,999,56460,0.00015967,4.07e-06,0
COSMOS 2251 DEB,1993-036BLD,2024-04-21T18:29:02.052960,14.92262971,0.0020466,74.0074,271.3147,178.3348,245.1304,0,U,37337,999,66348,0.0099626,0.00103571,0
COSMOS 2251 DEB,1993-036BLG,2024-04-20T20:56:46.421664,14.35576509,0.0018812,74.0237,301.5729,186.8448,173.245,0,U,37340,999,75440,0.00058062,1.65e-05,0
COSMOS 2251 DEB,1993-036BLK,2024-04-21T07:48:57.430080,14.42884264,0.0107041,74.0166,345.0772,118.635,242.5623,0,U,37343,999,72,0.0035596,0.00012739,0
COSMOS 2251 DEB,1993-036BLL,2024-04-19T21:18:55.268352,14.41577408,0.0094995,73.9764,184.605,170.8198,189.4724,0,U,37483,999,75405,0.00083965,2.855e-05,0
COSMOS 2251 DEB,1993-036BLM,2024-04-21T17:59:03.079680,14.35969693,0.0043981,73.8256,250.0423,37.1574,29.9435,0,U,37484,999,56747,0.0029704,8.705e-05,0
COSMOS 2251 DEB,1993-036BLP,2024-04-15T18:55:06.360384,14.01865485,0.0256619,73.7034,120.679,77.5115,95.4067,0,U,37486,999,73971,0.0039272,7.956e-05,0
COSMOS 2251 DEB,1993-036BLQ,2024-04-20T03:30:55.083168,14.49863226,0.0040454,73.9272,277.9709,242.0489,117.6573,0,U,37487,999,72435,0.0071503,0.00027991,0
COSMOS 2251 DEB,1993-036BLU,2024-04-15T23:50:33.974592,13.71763334,0.0325896,73.9075,206.9783,314.5179,42.9722,0,U,37491,999,47428,0.0013747,1.79e-05,0
COSMOS 2251 DEB,1993-036BLX,2024-04-16T08:54:30.485088,14.55491372,0.0095512,73.9958,142.0357,257.311,101.7362,0,U,37494,999,50444,0.0021845,0.00010094,0
COSMOS 2251 DEB,1993-036BMB,2024-04-13T01:57:20.975328,14.46862186,0.0015518,74.0406,249.2957,101.3628,258.9275,0,U,37498,999,56524,0.0013472,4.87e-05,0
COSMOS 2251 DEB,1993-036BMC,2024-04-20T07:52:36.199200,14.33275225,0.0029085,74.0391,342.3728,208.3735,151.5834,0,U,37499,999,76529,0.00040319,1.089e-05,0
COSMOS 2251 DEB,1993-036BMD,2024-04-15T18:40:03.045792,15.33267219,0.0121654,73.9567,131.1315,94.324,267.1876,0,U,37500,999,80384,0.00056946,0.00023269,0
COSMOS 2251 DEB,1993-036BMU,2024-04-21T09:13:33.627936,14.58219014,0.0067377,74.1471,1.8452,52.6593,308.0684,0,U,37515,999,76847,0.0061694,0.00029484,0
COSMOS 2251 DEB,1993-036BMX,2024-04-09T05:06:11.208672,14.65878636,0.0024666,73.9995,81.0556,2.0756,358.051,0,U,37518,999,56832,0.0019422,0.00010647,0
COSMOS 2251 DEB,1993-036BNH,2024-04-19T13:04:12.004896,14.46753094,0.0019717,74.0397,170.7809,106.0545,254.2786,0,U,37528,999,77206,0.0010943,3.945e-05,0
COSMOS 2251 DEB,1993-036BNJ,2024-04-22T04:07:26.059296,14.85941161,0.0034787,74.0148,24.3129,241.713,118.0538,0,U,37529,999,77663,0.008998,0.00080278,0
COSMOS 2251 DEB,1993-036BNK,2024-04-17T01:00:46.353888,14.33021035,0.0028362,74.0382,359.9336,212.7203,210.9178,0,U,37530,999,76565,0.00046742,1.26e-05,0
COSMOS 2251 DEB,1993-036BNM,2024-04-11T20:15:18.272736,14.40435493,0.0015706,74.0498,264.4674,161.4072,268.195,0,U,37532,999,76127,0.00031546,9.78e-06,0
COSMOS 2251 DEB,1993-036BNN,2024-04-21T11:03:10.917792,14.0605786,0.0172433,74.0652,165.7045,6.0885,354.229,0,U,37533,999,54463,0.0029237,5.466e-05,0
COSMOS 2251 DEB,1993-036BNQ,2024-04-21T12:31:24.379680,14.51323229,0.0029688,74.0249,131.0187,50.6232,112.6608,0,U,37535,999,76593,0.002155,8.614e-05,0
